   Time(s)         P1         P2         P3         P4         P5        JSD
    0.7683     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7686     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7689     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7692     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7696     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7699     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7702     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7705     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7709     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7712     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7715     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7718     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7722     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7725     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7728     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7731     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7735     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7738     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7741     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7744     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7748     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7751     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7754     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7757     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7761     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7764     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7767     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7770     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7774     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7777     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7780     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7783     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7787     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7790     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7793     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7796     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7800     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7803     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7806     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7809     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7813     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7816     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7819     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7822     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7826     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7829     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7832     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7835     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7839     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7842     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7845     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7848     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7852     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7855     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7858     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7861     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7865     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7868     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7871     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7874     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7878     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7881     0.6931     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7884     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7887     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7891     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7894     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7897     0.6931     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7900     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7904     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7907     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7910     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7913     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7917     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7920     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7923     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7926     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7930     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7933     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7936     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7939     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7943     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7946     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7949     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7952     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7956     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7959     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7962     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7965     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7968     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7972     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7975     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7978     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7981     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7985     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7988     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7991     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7994     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7998     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8001     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8004     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8007     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8011     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8014     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8017     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.8020     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8024     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8027     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8030     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8033     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8037     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8040     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8043     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8046     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8050     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8053     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8056     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8059     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8063     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8066     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8069     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8072     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8076     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8079     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8082     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8085     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.8089     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8092     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8095     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8098     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8102     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8105     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.8108     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8111     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8115     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8118     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8121     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8124     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8128     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8131     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.8134     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8137     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8141     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8144     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8147     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8150     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8154     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8157     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8160     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8163     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8167     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8170     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8173     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8176     0.0000     0.0000     0.0000     0.2158     0.0049     0.0062 
    0.8180     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8183     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8186     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8189     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8193     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8196     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8199     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8202     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.8206     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8209     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8212     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8215     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8219     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8222     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8225     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8228     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.8232     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8235     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8238     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8241     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8245     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8248     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8251     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8254     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8258     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8261     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8264     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8267     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.8271     0.0000     0.0000     0.0000     0.2158     0.0049     0.0062 
    0.8274     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8277     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8280     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8284     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.8287     0.0000     0.0000     0.0000     0.2158     0.0047     0.0060 
    0.8290     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8293     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8297     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8300     0.0000     0.0000     0.0000     0.2158     0.0044     0.0057 
    0.8303     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.8306     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8310     0.0000     0.0000     0.0000     0.2158     0.0048     0.0061 
    0.8313     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8316     0.0000     0.0000     0.0000     0.2158     0.0054     0.0067 
    0.8319     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8323     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.8326     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.8329     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
